Time Stamp, X-axis, Y-axis, Z-axis
15:46:15,0.4258,0.2457,0.971
15:46:15,0.615,0.0833,1.2615
15:46:15,-0.1428,0.1999,0.8985
15:46:15,-0.4895,-0.2282,0.9467
15:46:15,0.1472,-0.5846,0.9474
15:46:15,-0.2757,-0.1437,1.4548
15:46:15,1.3927,-0.5748,1.1422
15:46:15,-0.5348,-0.6323,0.731
15:46:15,0.1775,-1.066,0.927
15:46:15,-0.0741,-1.242,0.7953
15:46:15,-0.992,-0.9801,1.0869
15:46:15,0.0725,-0.7376,0.4334
15:46:15,-0.4517,-0.6598,1.039
15:46:15,0.5095,0.4743,0.2238
15:46:15,0.8186,0.7123,0.9997
15:46:15,0.0419,0.0526,1.9116
15:46:15,-0.789,0.5513,0.9398
15:46:15,0.2393,0.4861,0.5789
15:46:15,0.3507,-0.1247,0.8678
15:46:15,-0.4484,-0.2515,1.0965
15:46:15,-1.6493,-0.3481,0.9949
15:46:15,-0.7672,-0.1096,1.115
15:46:15,-0.7657,-0.5506,0.4576
15:46:15,-0.6896,-1.4618,0.5583
15:46:15,-0.7883,-0.6171,0.645
15:46:15,0.1078,-0.8819,0.4348
15:46:15,-0.4378,-0.4916,1.1676
15:46:15,0.4131,0.5607,0.684
15:46:15,1.0288,0.1678,0.9451
15:46:15,-1.2714,1.177,1.3525
15:46:15,0.2279,0.8455,1.2814
15:46:15,0.4073,0.9599,1.3715
15:46:15,-0.9466,0.5778,0.9888
15:46:15,0.0909,1.094,-0.514
15:46:15,1.019,1.1033,0.5698
15:46:15,-0.0546,1.807,0.7711
15:46:15,0.0771,-0.5769,0.8109
15:46:15,-1.0903,-0.6805,0.1523
15:46:15,0.6812,-1.2736,0.8786
15:46:15,-1.9283,-1.2259,1.3865
15:46:15,-0.9925,-1.1247,0.8175
15:46:15,-0.3793,-1.2355,0.6548
15:46:15,0.03,-0.6849,1.0787
15:46:15,0.6279,-0.1853,1.0822
15:46:15,0.4769,-0.2606,0.8126
15:46:15,-1.0117,-0.3878,0.6282
15:46:15,-0.2986,0.2911,0.6585
15:46:15,1.0316,0.6207,1.2243
15:46:15,-0.5733,0.7874,1.0302
15:46:15,-0.0011,1.3362,0.8017
15:46:15,-0.0429,1.1074,0.832
15:46:15,-0.6701,0.851,0.9384
15:46:15,-0.3916,1.3435,0.7276
15:46:15,0.8157,0.7334,1.5042
15:46:15,-0.2923,0.6992,0.8826
15:46:15,-1.2006,-0.1587,0.4273
15:46:15,-0.8148,0.1494,1.2164
15:46:15,0.0637,-0.1096,0.5857
15:46:15,-1.1731,-1.0434,0.8029
15:46:15,-0.3945,-1.1319,0.544
15:46:15,-0.6495,-0.9716,0.7086
15:46:15,0.1711,-0.6346,0.7756
15:46:15,-0.7836,-0.1259,0.3081
15:46:15,-1.2474,-0.1775,0.6052
15:46:15,-0.8012,1.2295,0.9217
15:46:15,-0.6753,0.5073,1.2408
15:46:15,1.0329,0.5238,1.5992
15:46:15,-0.8922,1.1874,0.6441
15:46:15,-0.9059,1.6256,0.4617
15:46:15,0.9774,1.5726,1.7153
15:46:15,0.463,1.0523,1.131
15:46:15,0.5078,2.048,0.7737
15:46:15,-0.6162,0.7801,1.2265
