Time Stamp, X-axis, Y-axis, Z-axis
15:53:48,0.4409,1.0049,0.7529
15:53:49,-0.7717,1.347,0.7068
15:53:49,-0.5063,1.5561,0.773
15:53:49,0.7449,0.5638,0.7104
15:53:49,-0.5325,0.1493,1.183
15:53:49,-0.488,0.1597,0.7302
15:53:49,1.0849,0.5192,1.1463
15:53:49,0.5896,0.6216,1.3572
15:53:49,0.4286,-0.0534,0.5489
15:53:49,0.4642,-0.3852,0.7342
15:53:49,0.4345,-0.5791,1.0234
15:53:49,-0.1365,-0.7873,1.1087
15:53:49,-0.6484,-0.5474,0.3843
15:53:49,-0.4051,-0.5904,0.6137
15:53:49,0.6496,-0.7801,1.2914
15:53:49,0.3188,-0.5329,1.3571
15:53:49,-0.1103,0.7386,1.0811
15:53:49,0.4086,-0.7446,0.9807
15:53:49,0.0108,-1.12,0.8284
15:53:49,0.1049,-1.046,0.9339
15:53:49,-0.2011,-0.5818,0.8503
15:53:49,-0.9744,-0.9349,0.6535
15:53:49,0.1399,0.0947,1.4125
15:53:49,0.2861,0.6211,0.6126
15:53:49,0.1844,-0.0197,0.5628
15:53:49,0.808,0.1649,1.491
15:53:49,-0.5492,0.8808,1.2659
15:53:49,0.0062,0.9236,1.2455
15:53:49,0.3839,0.4754,1.0138
15:53:49,0.2803,0.7067,0.883
15:53:49,-1.4961,0.6409,1.0353
15:53:49,-2.048,0.601,0.1493
15:53:49,0.3847,0.2811,1.324
15:53:49,0.9329,0.2125,0.8054
15:53:49,-0.425,0.1707,0.6862
15:53:49,-1.0122,-0.5244,0.2761
15:53:49,-0.3571,-0.4032,1.4392
15:53:49,-1.5426,-0.8638,0.7044
15:53:49,-0.9254,-0.7878,0.3964
15:53:49,-0.3232,-0.9126,0.4042
15:53:49,0.5686,-0.2537,1.5619
15:53:49,0.2823,-0.1067,1.0043
15:53:49,-0.9259,-0.1313,1.1113
15:53:49,-0.3943,-0.0534,1.3139
15:53:49,-0.0242,1.3284,1.2958
15:53:49,-0.2471,1.3244,1.0536
15:53:49,0.0427,0.8182,0.9085
15:53:49,-1.1951,-0.0305,-0.0356
15:53:49,-2.048,1.252,1.0067
15:53:49,-0.4389,1.5293,1.2867
15:53:49,1.0242,0.7548,1.0327
15:53:49,0.2106,0.4385,0.938
15:53:49,-0.8555,-0.1297,1.0223
15:53:49,-0.5054,0.3781,1.3411
15:53:49,0.2024,-0.35,0.362
15:53:49,0.5491,-0.6938,1.0467
15:53:49,0.2824,-0.9152,1.1394
15:53:49,0.5065,-0.6794,0.9842
15:53:49,0.5948,-0.5849,0.7472
15:53:49,0.7214,-0.5061,1.2838
15:53:49,0.7313,-0.1572,0.9935
15:53:49,-0.0333,-0.2387,0.6451
15:53:49,-0.2397,1.1161,1.4394
15:53:49,0.2666,0.9351,1.0449
15:53:49,0.1342,1.2296,0.9904
15:53:49,-0.0922,1.1625,0.1593
15:53:49,-0.3156,1.2608,1.3831
15:53:49,0.7786,0.9973,0.7588
15:53:49,0.0543,0.4329,0.9342
15:53:49,0.1661,0.9364,1.7858
15:53:49,-0.0718,0.3994,0.8556
15:53:49,-1.4736,-0.3197,0.953
15:53:49,0.2793,-0.8321,1.1834
15:53:49,0.6856,-0.4226,1.1337
15:53:49,-1.2122,-0.8539,0.5922
15:53:49,-0.8683,-0.8684,0.7188
15:53:49,-0.1948,-1.2056,0.8663
15:53:49,0.3212,-0.2775,1.0841
15:53:49,-0.1622,-0.0531,1.1031
15:53:49,-0.9165,-0.4201,0.9287
15:53:49,-1.3629,-0.2802,1.0807
15:53:49,-0.0841,0.5643,1.0879
15:53:49,0.1059,1.119,0.6339
15:53:49,-1.1469,0.4936,0.6905
15:53:49,-1.2103,0.9228,1.0578
15:53:49,0.2874,1.5904,0.4944
15:53:49,0.6514,1.9013,1.4111
15:53:49,0.1937,1.3798,0.9322
15:53:49,-1.0163,0.1385,0.9683
15:53:49,-0.0381,0.1977,1.2935
15:53:49,0.8389,0.1351,1.7327
15:53:49,-0.1125,-0.2598,1.4112
15:53:49,-1.2982,-0.8321,0.4425
15:53:49,0.1938,-0.6096,0.7496
15:53:49,0.8822,-0.9431,0.7638
15:53:49,0.6262,-0.5649,1.0684
15:53:49,0.0535,-0.7279,0.5817
15:53:49,-0.3743,-0.1076,0.822
15:53:49,0.2117,0.4477,1.405
15:53:49,-0.3155,0.6651,0.8324
15:53:49,-0.4664,0.3873,1.0602
15:53:49,-0.4054,0.6397,1.1503
15:53:49,-1.1851,1.0005,1.3915
15:53:49,0.1904,0.8807,0.5349
15:53:49,0.2901,1.6548,1.4878
15:53:49,0.6577,1.9621,1.2979
15:53:49,-0.0325,1.2148,0.8343
15:53:49,-0.3264,0.5533,1.1588
15:53:49,0.248,0.7159,1.5707
15:53:49,-0.3802,0.0826,1.1308
15:53:49,0.0004,-0.3855,-0.0625
15:53:49,-0.1749,-0.7141,1.0347
15:53:49,0.0411,-0.4916,1.1648
15:53:49,0.3378,-0.4258,0.9371
15:53:49,0.2567,-0.8192,0.6062
15:53:49,0.4307,-0.7453,0.9732
15:53:49,-0.0206,-0.7055,0.576
15:53:49,0.1619,0.3134,1.6385
15:53:49,0.2069,0.2399,1.0729
15:53:49,0.2114,-0.0664,0.8861
15:53:49,0.0521,0.4735,0.9809
15:53:49,-0.6341,0.6333,0.7008
15:53:49,0.4654,0.2434,0.2605
15:53:49,0.6107,0.5202,1.9219
15:53:49,0.7056,1.7884,1.6056
15:53:49,0.2343,1.2233,0.5207
15:53:49,-0.2911,1.3869,1.1875
15:53:49,0.5425,0.922,1.7458
15:53:49,-0.3521,0.8406,0.4185
15:53:49,-0.0153,-0.579,0.4362
15:53:49,0.7793,-0.3685,1.2002
15:53:49,-0.535,-0.3284,1.2148
15:53:49,0.2278,-0.7323,1.1223
15:53:49,-0.0536,-0.9896,0.3847
15:53:49,-1.3765,-1.3663,0.9986
15:53:49,-0.3801,-0.4642,1.4101
15:53:49,0.1143,-0.1612,1.5068
15:53:49,-0.6161,0.0881,0.7256
15:53:49,-1.2575,0.0019,0.6899
15:53:49,-0.3774,0.5245,1.6266
15:53:49,0.5396,0.995,0.6097
15:53:49,0.697,0.7037,0.6199
15:53:49,-0.3498,0.6275,1.6165
15:53:49,-2.048,0.82,0.685
15:53:49,-0.8483,1.1134,0.7224
15:53:49,1.2142,1.0144,1.6223
15:53:49,-0.4061,1.2011,1.5193
15:53:49,-1.3265,-0.9052,0.9224
15:53:49,0.2545,-0.9356,0.6318
15:53:49,0.5484,-0.6116,1.1269
15:53:49,0.6263,0.057,1.0804
15:53:49,0.7879,-0.7398,0.6716
15:53:49,-0.3532,-0.1295,0.1473
15:53:49,-0.1469,-0.0202,1.467
15:53:49,0.2967,-0.1486,1.5324
15:53:49,0.3406,-0.4956,0.6333
15:53:49,0.0778,0.1226,1.0093
15:53:49,0.7836,1.1519,1.5686
15:53:49,0.5324,1.4423,1.7673
15:53:49,0.6115,0.9739,0.5255
15:53:49,0.3443,1.8573,1.0908
15:53:49,0.1455,1.0944,0.9365
15:53:49,-0.465,1.2247,1.1335
15:53:49,0.2101,1.0644,0.6094
15:53:49,-0.1089,1.247,1.4113
15:53:49,0.807,0.5328,1.0669
15:53:49,-0.7597,-0.2569,-0.1649
15:53:49,0.3859,-0.2021,1.0486
15:53:49,0.8304,-1.0932,0.6441
15:53:49,-0.1591,-0.5662,0.8668
15:53:49,0.2504,-0.8446,0.7407
15:53:49,-0.7093,-1.2836,1.377
15:53:49,0.0777,-0.3812,0.9059
15:53:49,0.1148,0.0097,0.9854
15:53:49,-0.9536,0.1575,0.5783
15:53:49,-1.6037,-0.1395,0.4792
15:53:49,-0.4493,-0.1841,1.0505
15:53:49,0.4997,1.4838,1.1145
15:53:49,-0.292,0.6225,0.9244
15:53:49,-0.6353,0.4037,1.3958
15:53:49,-0.0555,1.0232,1.5659
15:53:49,0.0812,1.2055,0.9959
15:53:49,-1.2324,0.7288,1.0184
15:53:49,-1.3768,-0.1201,0.2106
15:53:49,-0.9129,0.3856,1.2139
15:53:49,0.3833,-0.1429,1.2527
15:53:49,1.0326,-0.5146,0.8249
15:53:49,-0.1336,-1.3646,0.9448
15:53:49,-1.0565,-1.3209,0.9138
15:53:49,-0.2897,-0.4556,1.4267
15:53:49,0.1226,-0.7477,0.7525
15:53:49,0.1876,-0.4991,1.2294
15:53:49,-0.7853,-0.8443,0.6094
15:53:49,-0.2529,0.2263,0.9876
15:53:49,0.1839,1.0978,1.5226
15:53:49,0.0965,1.2488,1.028
15:53:49,0.4067,0.3894,0.7766
15:53:49,-0.4825,1.6627,1.2453
15:53:49,0.0468,1.4213,0.9014
15:53:49,0.2696,0.8966,1.4537
15:53:49,-0.1975,0.9327,0.5756
15:53:49,-1.1791,1.3737,1.4561
15:53:49,0.4789,0.7607,0.5338
15:53:49,0.6363,0.0139,1.2599
15:53:49,0.3257,-0.1838,1.5524
15:53:49,0.0897,-0.1086,0.7844
15:53:49,-0.032,-1.273,1.1108
15:53:49,0.4635,-0.7951,1.4569
15:53:49,-0.0928,-0.6855,1.0566
15:53:49,-0.2559,-0.7844,0.7886
15:53:49,-0.3944,-0.3852,0.7836
15:53:49,-0.7399,-0.7654,0.7592
15:53:49,0.7623,0.1466,0.8756
15:53:49,0.4996,0.3445,0.4323
15:53:49,0.3949,0.6633,1.4666
15:53:49,-0.0279,1.3931,1.2853
15:53:49,-1.3525,0.5891,0.4877
15:53:49,0.2655,0.9719,0.4838
15:53:49,-1.5883,1.3225,1.2405
15:53:49,-0.9081,0.4284,0.9493
15:53:49,-1.6453,-0.5023,0.054
15:53:49,-0.5926,0.2916,0.9447
15:53:49,0.5034,-0.4459,0.7439
15:53:49,-0.5639,-0.7003,0.9844
15:53:49,-0.7592,-0.4649,0.5792
15:53:49,-0.5381,-1.1422,1.124
15:53:49,-0.2884,-0.2433,0.7655
15:53:49,-0.5513,-0.9405,0.468
15:53:49,-1.2068,-0.7736,0.877
15:53:49,-0.2945,-0.6251,0.84
15:53:49,-0.2343,-0.2519,0.9277
15:53:49,0.4089,0.3248,0.925
15:53:49,-1.2851,1.053,1.172
15:53:49,-1.1727,1.142,1.0646
15:53:49,-0.2272,1.4444,1.2221
15:53:49,-0.0081,1.3535,1.2641
15:53:49,0.1491,1.1767,1.0564
15:53:49,-1.2778,-0.4875,0.2212
15:53:49,0.3711,-0.4027,1.3513
15:53:49,0.9328,1.6127,1.6198
15:53:49,0.135,0.697,0.4034
15:53:49,0.7414,0.2292,1.0504
15:53:49,0.3438,-0.4026,1.4965
15:53:49,0.5587,-0.2509,1.4443
15:53:49,-0.2544,-0.8001,0.216
15:53:49,-0.8114,-1.0427,1.2077
15:53:49,0.074,-0.3196,1.1038
15:53:49,0.1592,0.0603,1.2124
15:53:49,0.3603,-0.0115,0.8799
15:53:49,0.2218,0.464,0.8695
15:53:49,-0.8125,0.1265,1.5851
15:53:49,-0.6635,0.7611,1.1418
15:53:49,-0.0105,1.0621,1.0409
15:53:49,-0.0796,1.3118,1.1667
15:53:49,-0.1296,1.4992,1.635
15:53:49,-1.0388,0.372,0.3562
15:53:49,-1.9738,-0.0585,-0.0179
15:53:49,0.3401,0.4334,1.5016
15:53:49,-1.0201,0.3501,0.7591
15:53:49,-1.3829,0.0352,0.7949
15:53:49,-0.1037,-0.3478,1.2856
15:53:49,0.2068,-0.2526,0.9296
15:53:49,-0.6855,-0.9086,0.9067
15:53:49,-0.6422,-1.012,0.6501
15:53:49,-0.1124,-1.1468,0.7574
15:53:49,-0.1593,-0.4573,0.7034
15:53:49,-0.0794,-0.0791,0.8292
15:53:49,-0.466,0.1202,0.4007
15:53:49,-1.5752,-0.1769,0.9719
