Time Stamp, X-axis, Y-axis, Z-axis
11:56:38,0.1274,-1.2395,1.0804
11:56:38,0.2127,-0.8417,0.8529
11:56:38,0.4372,-1.0464,0.8852
11:56:38,-0.0378,-1.1526,1.0452
11:56:38,-0.2223,-1.0701,0.6481
11:56:38,-0.351,-0.976,0.558
11:56:38,-0.1232,-0.8341,0.9307
11:56:38,-0.3513,-0.7115,1.0012
11:56:38,-0.4178,-0.4459,0.9185
11:56:38,-0.1416,-0.0548,1.2672
11:56:38,-0.4598,-0.0005,1.415
11:56:38,-0.5801,0.0889,0.788
11:56:38,-0.3598,0.5144,1.043
11:56:38,-0.0477,1.2668,0.6991
11:56:38,0.4303,1.6472,0.8994
11:56:38,0.8843,1.8255,1.2614
11:56:38,2.013,0.3068,1.7934
11:56:38,-0.2023,-0.9062,1.0217
11:56:38,0.1143,-0.0991,1.3711
11:56:38,0.2344,-0.0378,0.9698
11:56:38,0.2768,0.2145,0.8878
11:56:38,0.1422,0.378,0.8666
11:56:38,-0.4785,1.2829,1.3782
11:56:38,0.2971,1.7358,1.0336
11:56:38,0.3174,1.7103,1.0909
11:56:38,0.197,-0.6542,0.9193
11:56:38,-0.8564,0.9126,0.934
11:56:38,1.0826,1.1261,0.9678
11:56:38,0.2435,0.9811,0.9801
11:56:38,0.2141,0.1623,1.0735
11:56:38,0.2346,-0.1431,0.9512
11:56:38,-0.5273,0.0259,0.9004
11:56:38,0.4688,-0.819,0.921
11:56:38,-0.1163,-0.6717,0.9644
11:56:38,-0.1353,-1.4231,0.9773
11:56:38,0.2472,-1.1788,0.5317
11:56:38,-0.4482,-1.1754,0.5779
11:56:38,0.2262,-0.2103,1.1696
11:56:38,0.1068,-0.0233,0.6201
11:56:38,0.2336,1.3889,1.2147
11:56:38,0.7993,1.8059,1.0034
11:56:38,1.3017,1.4701,0.4378
11:56:38,-2.048,0.4591,-0.3122
11:56:38,-2.048,2.048,0.6365
11:56:38,-2.0005,1.232,0.9934
11:56:38,1.7871,0.436,0.8247
11:56:38,-0.9413,1.3968,1.0755
11:56:38,-2.048,0.0424,0.7034
11:56:38,1.7988,-0.2399,0.7958
11:56:38,1.399,-0.4145,1.081
11:56:38,-1.872,-0.2001,0.4046
11:56:38,-0.7663,-0.2121,1.2871
11:56:38,0.793,-0.8332,1.0293
11:56:38,-0.252,-1.284,0.9255
11:56:38,0.3844,-0.7691,0.369
11:56:38,-0.7822,-1.2731,0.675
11:56:38,-0.2326,-1.2285,0.956
11:56:38,0.288,-0.1331,0.8999
11:56:38,-0.0128,0.4248,0.9703
11:56:38,-0.3751,0.3279,0.7137
11:56:38,-0.1867,0.6818,0.702
11:56:38,-0.6022,0.5368,1.2901
11:56:38,0.7381,1.3951,0.8582
11:56:38,0.2106,1.5045,0.7202
11:56:38,-2.048,1.3118,0.3458
11:56:38,-2.048,1.5582,0.8053
11:56:38,1.6865,0.4785,1.3255
11:56:38,1.1489,0.671,1.0305
11:56:38,-1.3392,-0.0285,0.7804
11:56:38,0.4665,0.2278,0.7889
11:56:38,-1.2014,-0.0494,0.9941
11:56:38,0.5176,-0.3373,1.1902
11:56:38,-0.2716,-1.0254,0.5495
11:56:38,-0.4945,-1.3053,0.6554
11:56:38,-0.3158,-1.1041,0.9719
11:56:38,0.5005,-0.5029,0.8658
11:56:38,0.5109,-0.622,1.0342
11:56:38,-0.5402,0.0779,0.7651
11:56:38,-0.8401,0.3201,1.0274
11:56:38,-0.6048,0.7158,1.3732
11:56:38,-0.0304,0.9027,0.9576
11:56:38,0.7737,0.834,2.048
11:56:38,-2.048,1.1747,0.7573
11:56:38,-2.048,1.3113,1.4521
11:56:38,2.048,2.048,0.6388
11:56:38,1.9717,1.6767,0.9617
11:56:38,-1.415,1.2343,0.3645
11:56:38,-1.4505,0.7016,0.8262
11:56:38,-2.048,0.5079,1.3058
11:56:38,1.7888,0.3084,0.6773
11:56:38,0.3804,-0.4384,1.0401
11:56:38,-1.0793,-0.2846,0.8349
11:56:38,-0.5614,-1.1714,0.8913
11:56:38,-0.4816,-0.9156,1.1207
11:56:38,0.7823,-0.6761,1.0021
11:56:38,0.7455,-0.7146,0.9402
11:56:38,0.2449,-0.3848,0.7974
11:56:38,-0.5742,-0.1533,1.0834
11:56:38,-0.3264,0.513,1.318
11:56:38,0.3116,0.8643,1.1392
11:56:38,-0.5426,0.63,1.1883
11:56:38,-0.3604,0.6864,1.1547
11:56:38,0.515,1.8809,2.035
11:56:38,-2.048,0.9792,0.8946
11:56:38,1.2896,1.3699,0.9126
11:56:38,1.5682,1.2035,1.6357
11:56:38,-1.2109,0.9145,0.6223
11:56:38,1.7105,0.4588,1.3721
11:56:38,-0.4896,0.6383,0.9808
11:56:38,-0.8527,-0.3256,1.2715
11:56:38,1.21,-0.5501,0.8988
11:56:38,-0.7801,-0.6628,0.8001
11:56:38,0.5857,-0.7615,0.8782
11:56:38,0.2964,-0.847,0.8764
11:56:38,0.2055,-0.6388,0.9085
