Time Stamp, X-axis, Y-axis, Z-axis
11:22:25,0.267,-0.6705,0.7986
11:22:25,0.2835,-0.4811,0.896
11:22:25,0.2424,-0.5879,0.6243
11:22:25,0.6305,-0.9117,0.4459
11:22:25,-0.6661,-0.8394,1.2031
11:22:25,-0.8002,-0.8402,0.913
11:22:25,-0.7087,-1.1526,0.8219
11:22:25,-0.7874,-0.5538,1.8036
11:22:25,-0.3709,-0.408,1.1858
11:22:25,0.1038,-0.7,0.7346
11:22:25,0.739,-0.0257,0.9379
11:22:25,0.4327,-0.1244,0.2179
11:22:25,0.7852,-0.0086,0.7455
11:22:25,0.2352,0.3448,1.2994
11:22:25,-0.0752,0.3844,1.4314
11:22:25,-0.1425,0.4212,0.8079
11:22:25,0.1446,1.1132,1.0421
11:22:25,0.4894,-0.2423,0.2401
11:22:25,0.1977,0.1021,0.9165
11:22:25,-0.202,0.2652,1.2512
11:22:25,-0.4939,0.2013,0.9412
11:22:25,-0.512,0.2507,0.5368
11:22:25,0.2375,0.492,0.2616
11:22:25,0.2667,0.8726,0.9488
11:22:25,-0.2706,1.3383,1.2847
11:22:25,-0.3936,0.9826,0.5926
11:22:25,-0.3769,1.0632,0.9968
11:22:25,0.0936,1.1326,0.957
11:22:25,0.4301,1.2253,0.6294
11:22:25,0.7447,0.7239,0.102
11:22:25,0.4739,0.9777,0.4821
11:22:25,-0.4673,0.9826,1.1434
11:22:25,-0.4806,0.4506,1.6854
11:22:25,-0.1794,-0.2797,1.3762
11:22:25,0.464,-0.5715,0.9208
11:22:25,0.4389,-0.4254,0.8511
11:22:25,0.8624,-0.8202,0.7934
11:22:25,-0.6708,-0.7919,1.3791
11:22:25,0.204,-1.4183,0.5263
11:22:25,0.4547,-0.9359,1.036
11:22:25,0.4058,-0.8509,0.457
11:22:25,0.0889,-0.7197,-0.1113
11:22:25,-0.4257,0.6135,1.6674
11:22:25,-0.2928,0.2255,0.6206
11:22:25,0.4786,0.5663,1.0564
11:22:25,0.1878,0.7768,0.551
11:22:25,0.5072,0.8074,0.2984
11:22:25,-0.8361,1.5538,1.4603
11:22:25,-0.097,1.8705,1.048
11:22:25,0.5943,1.0058,1.2591
