0,1
-0.01968912,0.0463752
-0.04995504,0.0398664
-0.07407828,0.02367576
-0.08937396,0.00484092
-0.09572004,0.00227808
-0.09242496,-0.00150516
-0.07957008,0.0056952
-0.05870124,0.01497024
-0.0313236,0.0219672
-0.00138312,0.03002184
0.02754036,0.03893076
0.0522738,0.0530874
0.07074252,0.05744016
0.08290584,0.05296536
0.08677044,0.04059864
0.08103456,0.03177108
0.06614568,0.03221856
0.04328352,0.03754764
0.01594656,0.04771764
-0.0128142,0.049833
-0.0408834,0.03063204
-0.06500664,0.01374984
-0.08331264,0.00496296
-0.09250632,-0.00158652
-0.09083844,0.00622404
-0.07802424,0.00634608
-0.05377896,0.0056952
-0.023391,0.00809532
0.00980388,0.01358712
0.0421038,0.02090952
0.07106796,0.022374
0.09462168,0.01497024
0.10706976,-0.00288828
0.10682568,-0.00561384
0.09266904,-0.00968184
0.06708132,-0.01248876
0.0360018,-0.01549908
0.00231876,-0.0258318
-0.03168972,-0.02070612
-0.06207768,-0.00292896
-0.08668908,0.0201366
-0.1012932,0.02945232
-0.1033272,0.02453004
-0.09433692,-0.00187128
-0.07420032,-0.02977776
-0.04743288,-0.03807648
-0.0170856,-0.04604976
0.01619064,-0.04308012
0.04788036,-0.04112748
0.07391556,-0.03636792
0.09047232,-0.02111292
0.09584208,-0.00240012
0.09100116,0.0093564
0.07599024,0.00435276
0.05316876,-0.0093564
0.02546568,-0.02884212
-0.00553248,-0.0256284
-0.03445596,-0.00838008
-0.0583758,0.00512568
-0.0744444,0.01977048
-0.08042436,0.0262386
-0.07794288,0.02005524
-0.06740676,0.01183788
-0.05060592,0.00288828
-0.02880144,-0.02221128
-0.00309168,-0.042714
0.0227808,-0.05345352
0.04523616,-0.04893804
0.062037,-0.01350576
0.0715968,0.02322828
0.07550208,0.05235516
0.07330536,0.06480324
0.06492528,0.05455188
0.05080932,0.03636792
0.03164904,0.0168822
0.01134972,-0.0069156
-0.00939708,-0.03929688
-0.0286794,-0.06321672
-0.04425984,-0.07550208
-0.05768424,-0.06411168
-0.06805764,-0.04137156
-0.07306128,-0.0248148
-0.07147476,-0.00846144
-0.0622404,0.00333576
-0.04767696,0.01777716
-0.03083544,0.03331692
-0.01224468,0.0394596
0.00919368,0.02607588
0.03217788,8.136e-05
0.05312808,-0.02737764
0.0699696,-0.04141224
0.07904124,-0.03734424
0.08022096,-0.02282148
0.07375284,-0.00113904
0.05813172,0.01737036
0.03543228,0.03311352
0.00781056,0.0459684
-0.02306556,0.0480024
-0.05202972,0.03461868
-0.07411896,0.01191924
-0.08843832,-0.01379052
-0.0927504,-0.02648268
-0.08750268,-0.01086156
-0.07285788,0.01130904
-0.04930416,0.03368304
-0.0197298,0.04613112
0.01334304,0.03400848
