Time Stamp, X-axis, Y-axis, Z-axis
14:30:05,-0.8112,1.1693,0.8111
14:30:05,-0.8844,1.4908,1.2032
14:30:05,-0.8555,1.653,1.1446
14:30:05,0.3201,1.0605,1.0757
14:30:05,0.1338,0.9476,1.1889
14:30:05,0.0674,0.6836,1.1402
14:30:05,-0.2398,0.2546,1.0294
14:30:05,-0.2804,-0.1024,0.7851
14:30:05,-0.7485,-0.5,0.6618
14:30:05,0.0083,-0.2622,0.9208
14:30:05,0.6909,-0.9028,1.1574
14:30:05,0.545,-0.9981,1.1645
14:30:05,0.7269,-1.1397,0.9027
14:30:05,-0.6381,-1.0083,0.6926
14:30:05,-0.6616,-1.4561,0.7857
14:30:05,-0.3556,-0.7503,1.0538
14:30:05,-0.8101,0.7675,0.9633
14:30:05,-0.4307,-0.3608,0.6876
14:30:05,0.069,-0.4803,1.1201
14:30:05,0.2445,-0.5087,1.0309
14:30:05,0.9116,-0.6972,1.092
14:30:05,-0.2117,-1.0292,0.8705
14:30:05,0.1587,-1.4087,1.0428
14:30:05,0.1487,-0.7589,0.9511
14:30:05,0.1608,-0.4659,0.8254
14:30:05,-0.1404,-0.4548,0.99
14:30:05,-0.7685,0.1201,0.5943
14:30:05,0.3214,1.7306,1.1645
14:30:05,-0.4483,1.4409,1.1819
14:30:05,-0.0096,1.3255,0.8508
14:30:05,-0.1803,0.7948,1.1422
14:30:05,-0.4967,0.2937,0.7598
14:30:05,-0.4213,0.2449,0.8501
14:30:05,-0.6367,0.2772,0.9501
14:30:05,0.1281,-0.3779,1.2364
14:30:05,0.5341,-0.2548,0.8868
14:30:05,0.6271,-0.4402,0.7899
14:30:05,-0.3892,-1.3778,0.8862
14:30:05,-0.5852,-0.8026,0.8552
14:30:05,0.0044,-1.1613,0.7906
14:30:05,0.0779,-1.1214,0.8525
14:30:05,0.0541,-1.3968,0.839
14:30:05,0.0532,0.3868,1.034
14:30:05,0.3701,0.3401,1.4366
14:30:05,0.6103,0.8511,0.7232
14:30:05,0.5879,1.4805,1.0985
14:30:05,-0.0173,1.1885,1.1648
14:30:05,-0.4379,1.6718,1.2471
14:30:05,0.3753,1.3304,0.9736
14:30:05,-0.0809,1.4155,0.9396
14:30:05,-0.613,1.3054,0.9381
14:30:05,-0.6538,0.6343,0.9102
14:30:05,0.6848,-0.236,1.1083
14:30:05,-0.027,-0.1672,0.8646
14:30:05,0.4446,-0.5627,1.0214
14:30:05,0.1266,-1.1822,0.9431
14:30:05,-0.1184,-0.9989,1.0204
14:30:05,0.1749,-1.284,0.8182
14:30:05,0.5211,-0.7187,0.5921
14:30:05,-0.4322,-1.2231,0.9752
14:30:05,-0.646,-0.8827,0.5816
14:30:05,-0.2027,-0.1056,0.5808
14:30:05,0.0121,1.4179,0.92
14:30:05,-0.1608,0.865,1.3515
14:30:05,-0.4569,1.1745,0.986
14:30:05,-0.736,1.2667,0.8676
14:30:05,-0.4429,1.1802,1.177
14:30:05,-0.4564,0.7135,1.1545
14:30:05,-0.2604,0.6726,1.0584
14:30:05,0.233,0.2387,1.1388
14:30:05,-0.5638,-0.8524,0.7431
14:30:05,-0.0808,-0.7316,0.8044
14:30:05,0.0932,-1.0495,1.0235
14:30:05,0.398,-1.0892,0.9893
14:30:05,0.4406,-1.3263,0.7482
14:30:05,0.2152,-0.9869,1.094
14:30:05,0.1727,-0.855,0.7091
14:30:05,-0.43,-0.788,0.659
14:30:05,0.4609,-0.5055,1.0248
14:30:05,0.319,-0.1009,1.0653
14:30:05,0.2905,0.2792,0.8323
14:30:05,0.1095,0.6674,1.2239
14:30:05,-0.7466,1.4797,1.2838
14:30:05,-0.1172,1.3358,1.0006
14:30:05,0.329,1.0487,1.2721
